10_year_close,Yield_STDEV,SMA_7,SMA_30,S&P500_close,VIX_close,5_year_close,1_year_close,CIP_close
2.2179999351501465,,,,2053.43994140625,14.15999984741211,1.5210000276565552,0.12,236.252
2.2850000858306885,,,,2066.550048828125,12.850000381469727,1.590000033378601,0.12,
2.2869999408721924,,,,2074.330078125,12.5,1.6080000400543213,0.13,
2.256999969482422,,,,2071.919921875,12.380000114440918,1.5870000123977661,0.13,
2.306999921798706,,,,2075.3701171875,11.890000343322754,1.6820000410079956,0.15,
2.256999969482422,,,,2060.31005859375,14.210000038146973,1.6640000343322754,0.15,
2.2200000286102295,,,,2059.820068359375,15.350000381469727,1.6260000467300415,0.17,
2.1689999103546143,,,,2026.1400146484375,18.530000686645508,1.569000005722046,0.21,
2.177999973297119,,,,2035.3299560546875,20.079999923706055,1.6030000448226929,0.21,
2.1029999256134033,,2.2280999660491942,,2002.3299560546875,21.079999923706055,1.5299999713897705,0.2,
2.115999937057495,,2.217899966239929,,1989.6300048828125,20.420000076293945,1.5770000219345093,0.2,
2.071000099182129,,2.196499967575073,,1972.739990234375,23.56999969482422,1.5260000228881836,0.21,
2.1480000019073486,,2.182599973678589,,2012.8900146484375,19.440000534057617,1.6119999885559082,0.23,
2.2039999961853027,0.07374979258563952,2.177299976348877,,2061.22998046875,16.809999465942383,1.659000039100647,0.25,
2.1760001182556152,0.0738779712073504,2.1641999959945677,,2070.64990234375,16.489999771118164,1.6540000438690186,0.25,
2.1619999408721924,0.07000284645608014,2.154699993133545,,2078.5400390625,15.25,1.659000039100647,0.26,
2.256999969482422,0.0671963098516127,2.158399987220764,,2082.169921875,14.800000190734863,1.7269999980926514,0.25,
2.2639999389648438,0.06777676475145533,2.167899990081787,,2081.8798828125,14.369999885559082,1.7589999437332153,0.25,
2.25,0.061499789588426675,2.175099992752075,,2088.77001953125,14.5,1.75600004196167,0.24,
2.2070000171661377,0.05829843875530778,2.1855000019073487,,2090.570068359375,15.0600004196167,1.7120000123977661,0.22,
2.190000057220459,0.05727151574119586,2.192900013923645,,2080.35009765625,15.920000076293945,1.684000015258789,0.2,
2.1700000762939453,0.05725976019323443,2.2028000116348267,,2058.89990234375,19.200000762939453,1.652999997138977,0.23,
2.122999906539917,0.059136874561516006,2.2003000020980834,,2058.199951171875,17.790000915527344,1.6180000305175781,0.22,
2.0390000343322754,0.06702487077376625,2.1838000059127807,,2020.5799560546875,19.920000076293945,1.5679999589920044,0.22,
1.9630000591278076,0.0861999748163743,2.1625,,2002.6099853515625,21.1200008392334,1.4930000305175781,0.26,
1.9539999961853027,0.09994824435457955,2.141700005531311,,2025.9000244140625,19.309999465942383,1.4730000495910645,0.25,
2.0160000324249268,0.10623084178426352,2.1176000118255613,,2062.139892578125,17.010000228881836,1.496000051498413,0.24,
1.9709999561309814,0.11360911783922081,2.088300013542175,,2044.81005859375,17.549999237060547,1.4429999589920044,0.21,
1.9119999408721924,0.12566115048900944,2.0545000076293944,,2028.260009765625,19.600000381469727,1.3880000114440918,0.19,
1.8899999856948853,0.13679904381552258,2.0228000044822694,,2023.030029296875,20.559999465942383,1.3589999675750732,0.19,
1.8370000123977661,0.14238672261639176,1.9875,,2011.27001953125,21.479999542236328,1.3029999732971191,0.18,
1.774999976158142,0.1473662129301479,1.9479999899864198,,1992.6700439453125,22.389999389648438,1.2239999771118164,0.16,
1.815000057220459,0.1411447019399167,1.917200005054474,,2019.4200439453125,20.950000762939453,1.2829999923706055,0.17,
1.8070000410079956,0.13418398644985685,1.8940000057220459,,2022.550048828125,19.889999389648438,1.2929999828338623,0.17,
1.8530000448226929,0.11947497006860514,1.8830000042915345,,2032.1199951171875,18.850000381469727,1.3359999656677246,0.16,
1.8960000276565552,0.09917695285516177,1.8772000074386597,,2063.14990234375,16.399999618530273,1.3819999694824219,0.16,
1.8170000314712524,0.08288682006893384,1.8573000073432921,,2051.820068359375,16.65999984741211,1.3240000009536743,0.16,
1.8279999494552612,0.07355688330765198,1.8430000066757202,,2057.090087890625,15.520000457763672,1.350000023841858,0.16,
1.8250000476837158,0.07092232873342907,1.8343000173568726,,2029.550048828125,17.219999313354492,1.3320000171661377,0.16,
1.7239999771118164,0.07665951199233773,1.8177000164985657,,2002.1600341796875,20.440000534057617,1.2410000562667847,0.16,
1.7510000467300415,0.065705832516826,1.8091000199317933,,2021.25,18.760000228881836,1.274999976158142,0.16,
1.6749999523162842,0.06646874437169122,1.7991000175476075,,1994.989990234375,20.969999313354492,1.187000036239624,0.16,
1.6729999780654907,0.07013144696497224,1.7849000096321106,,2020.8499755859375,19.43000030517578,1.184999942779541,0.15,
1.7799999713897705,0.06495021294384333,1.782200002670288,,2050.030029296875,17.329999923706055,1.2790000438690186,0.2,
1.7970000505447388,0.06357536392238768,1.7766000032424927,,2041.510009765625,18.329999923706055,1.2910000085830688,0.21,
1.815000057220459,0.0638994967206514,1.7685000061988831,,2062.52001953125,16.850000381469727,1.2999999523162842,0.2,
1.937999963760376,0.07511505053745908,1.7805999994277955,,2055.469970703125,17.290000915527344,1.4639999866485596,0.25,
1.9479999542236328,0.08512770215063355,1.7925999999046325,,2046.739990234375,18.549999237060547,1.4839999675750732,0.24,
1.9910000562667847,0.09772545886767367,1.8092000007629394,,2068.590087890625,17.229999542236328,1.5099999904632568,0.24,
1.9880000352859497,0.10607908051813478,1.8356000065803528,2.0179399991035463,2068.530029296875,16.959999084472656,1.5140000581741333,0.23,
1.9859999418258667,0.11438899153153212,1.8590999960899353,2.0132999992370606,2088.47998046875,15.34000015258789,1.496999979019165,0.23,
2.0209999084472656,0.12440309504435351,1.8936999917030335,2.0080199956893923,2096.989990234375,14.6899995803833,1.5160000324249268,0.23,
2.1449999809265137,0.14668826983492803,1.9408999919891357,2.0051799964904786,2100.340087890625,15.800000190734863,1.61899995803833,0.22,
2.065999984741211,0.14830625299130124,1.9694999933242798,2.0013599967956544,2099.679931640625,15.449999809265137,1.5199999809265137,0.21,
2.11299991607666,0.15218509910569206,2.001099979877472,1.9974799966812133,2097.449951171875,15.289999961853027,1.5729999542236328,0.22,
2.132999897003174,0.14352184698773954,2.0328999638557432,1.9949999952316284,2110.300048828125,14.300000190734863,1.6050000190734863,0.21,
2.059000015258789,0.11997011573914004,2.044999969005585,1.9917799949645996,2109.659912109375,14.5600004196167,1.5449999570846558,0.21,
1.9880000352859497,0.10462299514396246,2.0489999771118166,1.9881599974632262,2115.47998046875,13.6899995803833,1.4589999914169312,0.2,
1.968999981880188,0.08780720443486169,2.046799969673157,1.9839799976348877,2113.860107421875,13.84000015258789,1.4630000591278076,0.19,
2.0160000324249268,0.06724371679109216,2.0495999693870544,1.9822399997711182,2110.739990234375,13.90999984741211,1.527999997138977,0.2,
2.002000093460083,0.06284852038067607,2.0511999845504763,1.97996000289917,2104.5,13.34000015258789,1.5049999952316284,0.2,
2.0840001106262207,0.05956437596975011,2.0575000047683716,1.9802200031280517,2117.389892578125,13.039999961853027,1.5779999494552612,0.2,
2.121999979019165,0.061520101297136434,2.0552000045776366,1.979700002670288,2107.780029296875,13.859999656677246,1.6139999628067017,0.26,
2.122999906539917,0.061730737877140285,2.0608999967575072,1.9780800008773805,2098.530029296875,14.229999542236328,1.5989999771118164,0.26,
2.111999988555908,0.05939883793704536,2.060800004005432,1.9767999982833862,2101.0400390625,14.039999961853027,1.5729999542236328,0.25,
2.240000009536743,0.07326706191808478,2.0715000152587892,1.9783599996566772,2071.260009765625,15.199999809265137,1.6959999799728394,0.26,
2.194999933242798,0.0775761655595975,2.08510000705719,1.9771199989318848,2079.429931640625,15.0600004196167,1.652999997138977,0.26,
2.125999927520752,0.07796614929809403,2.0988999962806703,1.974359998703003,2044.1600341796875,16.690000534057617,1.6069999933242798,0.24,
